completiondate,performed,invoicedate,invoiceid,workorderid,amount,workcode,address,city,zip
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353790403,0,DFI,"289  SALEM AVE",DALLAS,28034
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353791035,0,DFI,"3925  PORT RICHMOND AVENUE",GASTONIA,28056
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353791798,0,DFI,"1314  LONG BRANCH RD",GROVER,28073
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353791885,0,FII,"811 RHODES AVENUE","KINGS MTN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353794330,0,DFI,"120     SUNSET DR",BOSTIC,28018
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353794389,0,DFI,"817     JACKSON ST",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353794541,0,DFI,"205     CHESTNUT RIDGE RD","KINGS MOUNTAIN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353795434,0,WFFIF,"2235  GLENRAVEN AVE",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353795587,0,FI,"181     RUBENIA TRL",RUTHERFORDTON,28139
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353795763,0,FI,"211     THOMPSON RD",RUTHERFORDTON,28139
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353796152,0,FI,"508   S CLAY ST",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353797262,0,FI,"282     ROSEDALE ST","Kings Mountain",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353797289,0,FI,"311     LEONARD LN",Ellenboro,28040
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353797290,0,FI,"639     GRACE ST",Gastonia,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353797381,0,FI,"114 FULTON ST","KINGS MOUNTAIN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353797922,0,DFI,"1146    BRIDGES ST",SHELBY,28152
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353798483,0,DF1,"908  BATTLEFLAG CT","KINGS MOUNTAIN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353798941,0,DF1,"573  RIDGEVIEW TRAIL","KINGS MOUNTAIN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353799198,0,FI,"1206  REDLAND DR",GASTONIA,28054
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353799577,0,FI,"534-4 CROCKER RD","KINGS MOUNTAIN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353799695,0,FI,"2109 DANA PL",SHELBY,28152
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353800157,0,DF1,"48 5TH CT",MORGONTON,28655
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353800208,0,FIRCKR,"1213    CLONINGER AVE",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353800756,0,FI,"2209 MYRTLEWOOD DR",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353800773,0,FI,"4345  EASTRIDGE DR",GASTONIA,28056
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353805021,0,FI,"106  FRITZ DR",GROVER,28073
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353807541,0,FI,"244     SPRING ST",ELLENBORO,28040
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353807995,0,DF1,"1395  US HIGHWAY 221A","FOREST CITY",28043
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353810817,0,WFFIF,"140  CAMILLE DR",SHELBY,28150
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353810833,0,WFFIF,"116  SILVER FOX LN","KINGS MOUNTAIN",28086
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353810889,0,WFFIF,"2422  GAFFNEY RD",MOORESBORO,28114
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353811380,0,WFFIF,"105  DOVER DR","BESSEMER CITY",28016
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353811421,0,WFFIF,"813  JACKSON ST",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353812533,0,WFFIF,"2106  TWIN AVE",GASTONIA,28052
03/18/26,NCASB280,03/18/26,ASOFFICE20260318,353813758,0,FII,"2603 OLE HOME TRL",DALLAS,28034
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353550053,0,E3RNN,"175 FORT SPRINGS TURNPIKE RD","SINKS GROVE",24976
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353619384,0,FIB,"6535 KNOBS RD",UNION,24983
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353727200,0,E3RNN,"6833 ELK KNOB RD",HINTON,25951
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353781016,0,DF1,"110     ASHLEY DR",BECKLEY,25801
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353781430,0,DF1,"103     ELCO LN",BECKLEY,25801
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353787932,0,DFI,"175  LONGVIEW DR",UNION,24983
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353793507,0,DF1,"144  CLARK LN",BALLARD,24918
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353797553,0,FI,"104     MUNSON DR",BECKLEY,25801
03/18/26,OHASB00,03/18/26,ASOFFICE20260318,353811644,0,WFFIF,"HC  76 BOX 132","JUMPING BRANCH",25969
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353733127,0,FI,"11913   MILLIGAN AVE",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353734890,0,USFI,"3415W 44TH ST",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353736546,0,E3RNN,"3495 1/2 HIGHSPIRE DR","COVENTRY TWP",44203
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353739818,0,E3RNN,"32041 KOSSUTH DR","AVON LAKE",44012
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353742601,0,DF1,"3461  W 231ST ST","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353743528,0,USFI,"14309  ADRIAN AVENUE",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353743633,0,USFI,"3292W 90TH ST",CLEVELAND,44102
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353743756,0,USFI,"2902  SILVERDALE AVE",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353743761,0,USFI,"3426  RALPH AVENUE",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353744505,0,FINT,"4204 W 22ND ST",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353744537,0,FI,"15800 ELEANORE DRIVE",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353744662,0,FII,"20869 WOODSTOCK AVE","FAIRVIEW PARK",44126
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353744784,0,FII,"10321 DALE AVE",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353744835,0,FII,"2456 WEST 6TH ST",CLEVELAND,44113
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353745030,0,FII,"1218 COOK AVE",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353745086,0,FII,"3403 WEST 94TH STREET",CLEVELAND,44102
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353751850,0,USFI,"5140  WHITETHORN AVENUE","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353751928,0,USFI,"1528  DOVER CENTER RD",WESTLAKE,44145
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353752118,0,USFI,"3657W 134TH ST",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353759507,0,FI,"4701    DOVER CENTER RD","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353763665,0,USFI,"3187W 44TH ST",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764312,0,FI,"224 BALDWIN DRIVE",BEREA,44017
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764333,0,FI,"24086 CARLA LANE","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764512,0,FI,"3709 W. 117TH STREET",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764536,0,FI,"3959 W 146TH ST",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764659,0,FI,"4626 W 150TH ST",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764705,0,FI,"20330 MARIAN LN","ROCKY RIVER",44116
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353764966,0,FI,"3118 OAK PARK AVE",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353765000,0,FI,"4208 W 56TH ST",CLEVELAND,44144
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353765063,0,FI,"3854 W 133RD ST",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353765268,0,FI,"4494 FULTON RD",CLEVELAND,44144
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353765458,0,FI,"14510 MISSION RD",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353767876,0,WFFIF,"1484  BLOSSOM PARK AVE",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353772110,0,FI,"1249  -51 GRANGER AVE",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353772352,0,E26RRN,"3522 W 48th St",Cleveland,44102
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353774398,0,WAFIDC,"3504 W 152ND ST",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353782879,0,USFI,"476  BEECH ROW DR",NORTON,44203
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353782928,0,USFI,"3462W 97TH ST",CLEVELAND,44102
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353783057,0,USFI,"4268W 140TH ST",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353783814,0,USFI,"4423W 60TH ST",CLEVELAND,44144
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353784098,0,USFI,"14504  VIOLA AVE",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353784755,0,USFI,"3702  RIVERSIDE AVE",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353784893,0,USFI,"4604W 157TH ST",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353785074,0,USFI,"13608  ELLWOOD AVE",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353785320,0,USFINC,"2180  BROWN ROAD",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353785417,0,USFI,"4513  WEST 174TH ST",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353785460,0,USFI,"4563  WILLIAMSTON AVE",BROOKLYN,44144
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353786337,0,USFI,"3879W 133RD ST",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353786393,0,USFI,"17515  ELSIENNA AVE",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353787691,0,DFI,"4981  BERKSHIRE DRIVE","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353788516,0,DFI,"10718   LINNET AVENUE",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353788956,0,DF1,"2038  BROWN RD",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353790027,0,DFI,"6072  SANDPIPER LN","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353790352,0,FIB,"2507    SILVERDALE AVE",CLEVELAND,44109
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353791451,0,FII,"1608-10 VICTORIA AVE",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353791740,0,FI,"363 BALDWIN DR",BEREA,44017
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353791831,0,FII,"3953 W 160TH ST",CLEVELAND,44111
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353792249,0,FII,"6408 VANDALIA AVE",BROOKLYN,44144
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353792568,0,FII,"6060 DECKER ROAD","NORTH OLMSTED",44070
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353793685,0,DF1,"1457  LINCOLN AVE",LAKEWOOD,44107
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353802875,0,LISTNG,"15212 LOUIS AVE",CLEVELAND,44135
03/18/26,OHASB06,03/18/26,ASOFFICE20260318,353802961,0,LISTNG,"3411 W 58TH STREET",CLEVELAND,44102
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353445737,0,DF1,"858 SENECA ST",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353445787,0,DF1,"235 W LYTLE ST",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353563663,0,FI,"444  UNION CT",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353673260,0,FI,"10806 W STATE RTE 18",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353743400,0,USFI,"200W JONES RD",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353761447,0,DF1,"502     SHORT ELM ST",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353762421,0,DF1INT,"516E NORTH ST",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353764399,0,FI,"508 COLLEGE AVE",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353765197,0,FI,"5949 N STATE ROUTE 635",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353774600,0,WAFIDC,"25 MELISSA ST",TIFFIN,44883
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353781361,0,DF1,"430   S TOWN ST",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353781499,0,DF1,"419   N MAIN ST",FOSTORIA,44830
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353781710,0,DF1,"32  DOUGLAS ST",TIFFIN,44883
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353781798,0,DF1,"113  FIRST AVE",TIFFIN,44883
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353781984,0,DF1,"163  ERIE ST",TIFFIN,44883
03/18/26,OHASB21,03/18/26,ASOFFICE20260318,353792644,0,FII,"356 COUNTY HIGHWAY 35","MC CUTCHENVILLE",44844
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353637257,0,INTSAL,"521   E MOODY AVE","NEW CASTLE",16105
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353673016,0,FI,"4411    4TH AVE",KOPPEL,16136
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353675084,0,FI,"859   S HERMITAGE RD",HERMITAGE,16148
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353704172,0,FINC,"54  FREDONIA HADLEY RD",FREDONIA,16124
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353716246,0,FIB,"913  MORTON ST","NEW CASTLE",16101
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353723661,0,FI,"1047 LESLIE ST",SHARON,16146
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353751279,0,FI,"889  GEORGE ST",SHARON,16146
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353751518,0,FI,"59S MYERS AVE",SHARON,16146
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353759384,0,FII,"2504     CHURCHILL RD",HILLSVILLE,16132
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353759972,0,DF1,"44 SHERRARD AVENUE",GREENVILLE,16125
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353760011,0,FINC,"28  WILBUR ST",GREENVILLE,16125
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353761753,0,DF1,"340     STATE RT 168",DARLINGTON,16115
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353770686,0,FI,"179 Hampshire Dr","Cranberry Twp",16066
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353772622,0,E26RRN,"114 N 2nd St",Greenville,16125
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353778355,0,FI,"511     WILDWOOD AVE","NEW CASTLE",16105
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353778392,0,FI,"233     NADINE DR","NEW CASTLE",16101
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353779148,0,DFI,"400 BALDWIN AVENUE",SHARON,16146
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353779201,0,DFI,"2502    SECOND AVE",KOPPEL,16136
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353779202,0,FINC,"4425    STATE RTE 18","NEW CASTLE",16102
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353790699,0,DF1,"7  WEST DRIVE",GREENVILLE,16125
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353792417,0,DF1,"610     AMARTH LN","CRANBERRY TWP",16066
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353792467,0,FIB,"27      FRYE RD",GREENVILLE,16125
03/18/26,PAASB20,03/18/26,ASOFFICE20260318,353792903,0,DF1,"149     POPE DR",WAMPUM,16157
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353730550,0,E3RNN,"112 STRATUS DR",KEARNEYSVILLE,25430
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353745071,0,FII,"404 WOODCOCK AVENUE",SHEPHERDSTOWN,25443
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353754585,0,DFI,"159 PINDAR ST",GERRARDSTOWN,25420
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353757040,0,DFI,"206 DESMOND LN",GERRARDSTOWN,25420
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353766211,0,WFFIF,"1117  DRIFTWOOD DR",GERRARDSTOWN,25420
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353771570,0,FI,"1233 Nancy Jack Rd",Gerrardstown,25420
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353780677,0,FI,"5612    CHARLES TOWN RD",KEARNEYSVILLE,25430
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353783113,0,DF1,"23      JOB RD",INWOOD,25428
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353795673,0,FINT,"169     CASHEW LN",GERRARDSTOWN,25420
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353797026,0,FI,"67      DOW ST","BUNKER HILL",25413
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353809990,0,WFFIF,"19  MERINO LN","BUNKER HILL",25413
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353810130,0,WFFIF,"323  MONTANA CT","BUNKER HILL",25413
03/18/26,WVASB02A,03/18/26,ASOFFICE20260318,353812018,0,WFFIF,"293  MCGUIRE LN",GERRARDSTOWN,25420
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353566907,0,FI,"284 EUREKA RD",CHARLESTON,25314
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353609879,0,DF1,"628  RAILROAD ST",BANCROFT,25011
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353663072,0,DF1,"101  BRENTWOOD RD",NITRO,25143
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353720837,0,FI,"2636    MORRELL AVE","Saint Albans",25177
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353720843,0,FI,"718     7TH AVE","Saint Albans",25177
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353720934,0,FI,"205     SUTHERLAND DR","SOUTH CHARLESTON",25303
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353737814,0,E3RNN,"208 32ND ST W",CHARLESTON,25387
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353763196,0,DF1,"3515    CHARLESTON RD",POCA,25159
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353764134,0,FI,"1524 JACKSON ST",CHARLESTON,25311
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353764412,0,FI,"2012 PRESTON ST",CHARLESTON,25302
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353764418,0,FII,"311 VIRGINIA AVE N","SAINT ALBANS",25177
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353765230,0,FI,"1148 EMERALD RD",CHARLESTON,25314
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353778179,0,FI,"1812  18TH ST",NITRO,25143
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353781600,0,DF1,"110  CAROLYN RD",CHARLESTON,25313
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353781644,0,DF1,"60  RANGER LANE",CHARLESTON,25309
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353781917,0,DF1,"99  ARMENTROUT ROAD",POCA,25159
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353783627,0,DFI,"926  RIDGEMONT RD",CHARLESTON,25314
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353784472,0,DFI,"604     KANAWHA AVE S",NITRO,25143
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353789990,0,DFI,"1108  PENNSYLVANIA AVENUE","SAINT ALBANS",25177
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353790559,0,DFI,"945  LEE STREET","SAINT ALBANS",25177
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353791650,0,FII,"5194 DAWN ST",CHARLESTON,25313
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353792067,0,FII,"435 PARK AVE","SOUTH CHARLESTON",25309
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353792575,0,DFI,"1423    SUMMIT LN",CHARLESTON,25302
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353797208,0,FII,"109     PATRIOT WAY",Poca,25159
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353798907,0,FI,"2907  GILLESPIE DR",DUNBAR,25064
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353808381,0,DF1,"1420    WILKIE DR",CHARLESTON,25314
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353810067,0,WFFIF,"1110  SUNSET TER",MILTON,25541
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353810075,0,WFFIF,"146  VATURIA DR",HURRICANE,25526
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353811873,0,WFFIF,"5359  TEAYS VALLEY RD","SCOTT DEPOT",25560
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353812621,0,WFFIF,"122  WOODSTONE DR","SCOTT DEPOT",25560
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353812952,0,WFFIF,"281  PRADO DR",HURRICANE,25526
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353812979,0,WFFIF,"208  BOWIE ST","SAINT ALBANS",25177
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353814835,0,FI,"1545 Piedmont Rd",Charleston,25311
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353816972,0,FI,"4 ANGELA DR","SCOTT DEPOT",25560
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353819692,0,FI,"362 GRANDVIEW DRIVE",HURRICANE,25526
03/18/26,WVASB06,03/18/26,ASOFFICE20260318,353819949,0,FI,"137 VALLEY DR",NITRO,25143
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353543879,0,E3RNN,"701 ROBSON RD","WINONA LAKE",46590
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353555353,0,E3RNN,"3025 W BUCKLES RD","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353555898,0,E3RNN,"3505 E OLD ROAD 30",WARSAW,46582
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353561740,0,DF1,"428   W FORT WAYNE ST",WARSAW,46580
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353576238,0,E3RNN,"1398 CHAPMAN LAKE DR",WARSAW,46582
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353577744,0,E3RNN,"125 PEABODY AVE","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353578672,0,E3RNN,"8956 E 500 N","NORTH WEBSTER",46555
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353580022,0,E3RNN,"207 W SPENCER ST","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353580235,0,E3RNN,"5462 N WALKER DR","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353603644,0,E3RNN,"335 E HUNTINGTON ST","NORTH WEBSTER",46555
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353603732,0,E3RNN,"12179 BELLINO XING","FORT WAYNE",46818
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353647022,0,DF1,"804S SIDE DR",WARSAW,46580
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353660367,0,FI,"4118    LEESBURG RD","FORT WAYNE",46808
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353717515,0,DF1,"307W SPENCER ST","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353718095,0,FIB,"217  BLESSING ST",MILLERSBURG,46543
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353719045,0,DF1,"2220    MAIN ST",HUNTERTOWN,46748
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353744566,0,FIGRAS,"12820 N SHORE ROAD","FORT WAYNE",46818
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353747243,0,WAFIDC,"11103 N WAWASEE CIR E",CROMWELL,46732
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353747323,0,FIGRAS,"345 N Chauncey St","Columbia City",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353759108,0,E3RNN,"120 EMS D17 LN",SYRACUSE,46567
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353764351,0,FI,"502 E VAN BUREN ST","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353764553,0,FI,"706 JEFFREY CT","COLUMBIA CITY",46725
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353765866,0,FI,"4575 E WOODLAND ACRES DR",SYRACUSE,46567
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353766322,0,WFFIF,"20292  US HIGHWAY 6",MILFORD,46542
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353766600,0,E3RNN,"13930 N 300 E",SYRACUSE,46567
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353774025,0,FINC,"101 N TAMARACK ST",LAOTTO,46763
03/19/26,INASB11,03/19/26,ASOFFICE20260319,353774742,0,WAFIDC,"7559W 200 S",KIMMELL,46760
